"id","pobre"
"a4e6fefc2cd64e75250cb2ee",0
"e483363b63a49c2f34caf44b",0
"9667b529a84144b66fee6037",0
"5b85e3d9744b452697f015f9",0
"4c87546cf4a640e13826e666",0
"24060826faae407476cbac32",1
"a8a5a71b2661dbb49f7a786e",0
"ced78f6a0fbc77a225598386",0
"3f11b131b1e53c1bf5264211",1
"808352615ce76d83eafc3572",0
"efb55760e7f71d4a618b8c86",0
"704f8eab151d12c6450f2e7c",0
"e1a84ddd0ab9bc7722668b5e",0
"68d19c5bac46b9a62adad0ea",0
"c26a96cbe831ebb23efeed88",0
"b6a01a8114abe6d1ea00afe2",0
"f276252c687ce53827c7274a",0
"210b1addfee2523d0867461c",0
"63b7a550603e91e80ce60bb6",0
"bde134af469a7b1baad2aa18",0
"7b7f787c899a6ca0446ae020",0
"36d96e52c4371e85b9689df6",0
"cbd24faf10c3b68deccfac9a",0
"2c8285efa059920c7d533527",0
"cbc420b6ec4291cf22cc0dcc",0
"cf605a6afd53621e67b1bef4",0
"330a5abe9a7cf3081afb0c95",0
"f94d831103d213e40033b891",0
"12eb744b50ae6d0338798b09",0
"5664bf1ca51eec7d6c37977c",0
"c0899c71aab83d2bb34bcad0",0
"40d9bb3fa9843d1c2bfc52a9",0
"aef77ef9827fb3efa6012ae1",0
"8de2f425fca20bde47ff2e0f",0
"5f2545c2677d849e185f14ac",0
"30dc3abc72741479ec80e2f6",0
"3b165260ff186083d487a0ca",0
"a037859de4907591ba7bbba6",0
"b3ff21571a5efebc63817d3b",0
"85a848de003f214afbc12808",0
"3ba034608a9f8e90c573d32b",0
"2903ca23e64b8358b0a5a5bc",0
"b446c053eb3877461fafeec0",0
"080040377843b2b6eda6a631",0
"15943ea1b6e932d6fb98f55d",0
"f044b91f1682e0409ae34d88",0
"1df54ee8c1648bfcc8489ea9",0
"7f8fb4f1237e255d24302937",0
"5c8017d322a869f46eef411b",0
"fd5ab736b45ef2be884381e5",0
"5558b88bf0ec82322ec58b16",0
"48a8e214a2dcd935e217f0bf",0
"f6d3669284b88fa30507e0ce",0
"85fb525541496331384d582e",0
"ca7941b2911900c90d65b35e",0
"2b9f7749e63e1248b6ca9322",0
"b75db50484bf5a0c2080b2b0",0
"6d54e260faeef7f8f9b4127b",0
"aa48282243305e32d880642c",0
"67629083b18cdbdcc10c5666",0
"0eb14db87b3f0e1cd5abe6dc",1
"6e57cc325ee7064fd2df1d12",0
"dda1c2abbe6538bec60f0b98",0
"a444d0d6c59558c8f1de652f",0
"4feed0b0e681ca3798212139",0
"f34d54fb0b0423787011cdc0",1
"0c3dfe8a7b92fc5aab52efd9",0
"3b747f4a93b9129ab3b834d7",0
"f739b535daf5783d1433781a",0
"bb7985b8857499ab41549c61",0
"84900707ba580a20dc746e7c",0
"b711f77dfb024150a0db00bc",0
"02d5d0b1dffa9b3013a8f5ed",1
"e11e58cd8898d9edd06554ac",0
"3892fadd323bcbd88c612817",0
"c777807affd6c2ce1d06ffbb",0
"83bed0559f5fc67c4acfb938",0
"b370cda949ef3e6b6b39dfd4",0
"4be147fd5e2417f3e2f6eeeb",0
"cdcd0540bee5700724004f4a",0
"2540a03bcb342c8823f80023",0
"c8971c537e52fce6cc2a4e8d",0
"b1b1e12e15aedcf123a8e700",0
"6d3e195139d567f3748c9d20",0
"ed719436e3762e22ed7e99dc",0
"7cd6b24bb126e438ae1d0674",0
"16cc38a0a1c764d6232e3166",1
"f8fc874ed5aa0af2e6f803f4",0
"7b616e6350018954065808bd",0
"d5ac793e6cf76135060ae54c",0
"7b10ddeb48d66af38acf3653",0
"1db79c280ef5e95408888dd9",1
"9ad997752f8de03ad11eb3e1",0
"2facec93578bc674185cec65",0
"c4827754a1a9e563592a7f94",1
"19bc38aaedb14cd0636350a7",1
"b78908989d8846ee708594bf",0
"cbc05fd932cfa9f7b8c47ce8",0
"d7fd1d0e3b13004d28d48ff0",0
"fe04a583ff43b7ef3efa2521",0
"49ead6c3754ad8b221e52040",0
"db6204305fe9ccf6bbb9429b",0
"71d4eed09fb47e549e7fe5ec",0
"f07a3e417cac791602170e93",0
"47f51a6897c98ca706b9c2cc",0
"197be57d17c68861df0f0060",0
"b1e3ed030f100a1652380ce7",0
"630f5e208518fa1f72d257b8",0
"6a6d295fc0e040b50adbbf47",0
"ce5ad9ae2ad64722c4f95750",0
"15836120741b0af1eb4dabff",0
"2821f65cab63c08acc66509c",0
"63fcc6ab1c4253f0145b8832",0
"89962304f2d27e94206429b5",0
"212041f3d76702310b1afa67",0
"637404819f30f98de765bb81",0
"f5d3707cf0062a3904eb71a2",0
"70e79fff45a5240565c99efd",0
"e64bee1286eb345c4d51b6ca",0
"574b22958afcb14c95e576ff",0
"ca0eb54a09fed7a304f4dd3d",0
"ddec7988ac845bdfe8f6ff4c",0
"479d3c1fad64840bc5f6bd98",0
"387f92268bc0510a671f6620",0
"c32d4e10d850c9eb21b290db",0
"0a1ebc5e8a28868b56c3aee2",0
"8e199787ba4f6db8d2a0b541",0
"dd915ba3b11445a313f7962c",0
"5352e63eb2c3f31011a3837a",0
"e9a37dd1babb50d9da204cfc",0
"0fb3a3b7f5198b40e60dfb36",0
"961cfff4aaca24b7726601db",1
"1601c525996f088c53a8d4a4",0
"59f4e26ee1dff5abc3170268",0
"355bae607845e4364ecdd2d2",0
"09ed01d977ce812ea15a160a",0
"95df407cd6a6bdf9b565fdb9",0
"e7a7f81035f7137fd8c80f5a",0
"655bc0846e805452d4afa13b",0
"92b8e66b398ae0a72111eb27",0
"ffdd6d7bfb1c7702fc3b542c",0
"8d18e17de3503b77b0131e65",0
"99b7c4fb8ef0683baed55963",0
"9ab98bfdbe1fc9ef6dd6d866",0
"6c400fa340537a9d5e87740a",0
"9e74c2f4ad6ff2f7d145648a",0
"2b34b198ff794e0e1c6fdc7f",0
"0ec2a5f7325da29c3ef3263b",0
"2a47270ab28d47961bec6d76",0
"94cef5bfc7a267fa74d212c2",0
"0815c582314dbef6c127332f",0
"d46309807bcde498f89fffc5",0
"0d68493651b66bd79527d4fc",0
"b2b48aeef893a818a8b08145",0
"6c70931a0b79b9eaa37bb372",0
"262d8d467be67cfa63c6db1e",0
"85061c4e255cf965bc543cbe",0
"6c772102b3bbb874262a1070",0
"561ef7a5f63f2aff89c6cb5f",1
"77f6f6b226791aee08c4ce7b",0
"966f3943d01c21bc58b266d0",0
"e00e8a0f12a36f30e0f9a822",0
"f775e68c51238eadb822b9bb",1
"d8e3f25e19dad47d61d40359",0
"fe19269a385fa222ceba83e2",0
"7312cea3e4e19add59869767",0
"291283c38c03afdd342be721",0
"31ee8d4bf53dd4b9f5c10612",0
"77bc87e7314c4e9ab3986093",0
"239c6ae27634e79e318f11e0",0
"dae1e2632434c988193c4e3e",0
"f2024a8ee6790c366925943a",0
"64953a6124a663fa5c14acef",0
"47c4251362b8e2c5f88e51c3",0
"0b8df47ebcaab84be6c13e0e",0
"4a76d03e1ccd951a851952a0",0
"cbe4c8e253e48a906f07ad12",0
"ad45096f0965a51880f269f6",0
"782ed0bfcc44952285998ee6",0
"3bf62de68ac1028de4eea8ab",0
"44715579140e75e773511759",0
"7f33ec1e30563668f0bbc615",0
"93c523bcbe0c83d72eadca12",0
"8337fc8d2cf0f936414c1c55",0
"0173262fc77b9742dc500fef",0
"a23a81516ff42a4d41f137da",0
"daac221b2109b2448ca08bfb",0
"16e877c8b5cdff752f93107a",0
"e243a1347d777ef51da1df48",0
"cfee3ce18e0874a9853b2f54",0
"b053dbab20bbc0fa228fbfd6",0
"23295572a58e5bc67f0ab179",0
"5bf7cac76758fedc8f727a40",0
"4cc8becc7ea129b5db639ed7",0
"f5280551a508b6bae53ddbd8",0
"65860a52aabdadd82f665dba",0
"880b1acb1e474b3738787854",0
"34c4f2cdb0d19fe69e708047",0
"21faf19c65a6d1e018219468",0
"a04cb0760b3898c446fbcb0d",0
"bc08db6515be0b9d709fca7f",0
"e00214eee23ac27bd39a53af",0
"a00f6e83311cc819f622cd4a",0
"ff2ee968aa55d9f0cbbf539c",0
"469fba97d8041f2ab9f1e9d2",0
"c7974642bfc8f0410ae5f44a",0
"19a196ec9ceab88dd843841a",0
"e1a876f9c2492f583e6ef366",0
"d58052befe24b991ab41fb43",0
"1e3838c59b941406f2add216",0
"14f56815abc3613edccd5d7d",0
"64d23d03c2972203c7a94e42",0
"3ba03ce7ad94be8fe7492359",0
"ca281bf7c2d771320f54fdad",0
"ce22246e2f5b82813174c51d",0
"7f973f9928b54479a5a4b1b9",0
"0b5c1064ddec937af818378a",0
"784b93d2a946d1c7991cb800",0
"3dcb7862cb18321ff5a36f64",0
"1ff9f6b3116b34a6190eb335",0
"0dc271d437810e4477b137d9",0
"61443bd8ffd9550fb28b153c",0
"7c46c997caea4cd66197c9b3",0
"8857fb4548e2374471ae05f8",0
"012aea20ba92b2300f3cb737",0
"8ccf8d225e0e277afc768999",0
"b5e2aa106a42e606d4c5909a",0
"b25f1f7b420dd58a48edaf53",0
"40e0bb9eceb34a6c87dc612e",0
"c934c13c83b634ad6fec76d9",0
"9b2cefc30eef440f6ac66ca0",0
"a9ed82fcf0084991f61f11fe",0
"d3ef3e2844949408093df501",0
"cdf06732a7cee9ffcf43e716",0
"6c19a9618e119859bf417260",0
"58faff5846458b1b2c657bd2",0
"c71af3b2e2759dc72b64176d",0
"fe1f88af3ba0d0cc16af195a",1
"9d41b3d32ed450466dfc9ef5",0
"cd9fc78e4c570938869574fb",0
"3edb721c7ca885bac14d1225",0
"72a4b596b10e789d9f16ccf2",0
"a56a4859f234e962f01cbe96",0
"bf7b754b272ac3ed18dda5a9",0
"9f7f03b4f7af0282feab66bc",0
"2cb21ea43b95de58756da4d9",0
"26ad9e75ad955751e86985c6",0
"b4fbe828f1c9f9f114b0f89c",0
"a25e3376afd32f257939e0b2",0
"313c9371fddde0997aea3fdd",0
"c6addcd601ecf15818665e73",0
"cef4dc2687c7d94dce93679f",0
"df110312b88cc3af413b1b53",0
"0025db0d0765e1e9ee6594bd",0
"3ed9dc039afb92512d30d34c",0
"a28ab4047da008b7e49df7e2",0
"1a3aaedfcd8b8e5849fc0e49",0
"71a1a9cfe3a8868e16ca9861",0
"b710b20ffa2b7fd849c39f46",0
"83c3323d9a495f7fd6117bd2",0
"0582f187ed6e4776bf38346c",0
"2c5773b15b5020fb87bad5c7",0
"7008481d253a7ca28b8e357a",0
"845576a17638c9204d8a81aa",0
"346f2c5d663a9adc2b2bd945",0
"068a1a5878f9dca936dc5b6f",0
"dcd2bc7bdb3025a085971812",0
"9da708948666dafedb42d6d6",0
"0250f3b472f444e68c9d71d7",0
"e4ecf8ed209301fc92addd8c",0
"102c6b20db84ed0d43d07096",0
"8915463b3b739aed6b361c7a",0
"41bc949f6a1a86706202eef9",0
"3b39780bfacd229be6591ba7",0
"04773db969b7bc7fd381d92a",0
"72e9017a83838a815f7d12c4",0
"9bef3c146690d0afe9f76b39",0
"0546bd04ea08b81fe776fdce",0
"b2cbb9979bffded2fdb9d327",0
"8d4b7224aaf7ec81dc997a05",0
"ed7d867758c0f80d43064036",0
"0569f5bfabeefc965475bb0c",0
"b32ffc23e04f21b608ab2d73",0
"90908d0f4783c0aea85296af",0
"34ff72db2c380f30a2566620",0
"ed659c6759bc7ba831b454d9",0
"5c1df7882dab71426085d5ee",1
"01997c4ff02f2aa2663c34bf",0
"fe60615bab74a368c17bbee7",0
"57d68cc195a76a6bb67d3c4e",0
"f851cfa73a1b25b506f0befd",0
"d520107aeb1b0c586440a4c4",0
"835702ad2c063b6170b8d989",0
"3908a19cccf5ed6c724510d0",0
"55839729f9624b2ff435469e",0
"aae18d4f7df0d7dd1debbd8c",0
"0c359edb83cd14bb29ff5ba0",0
"a8f2830cddf04f2569d1d7d2",0
"4524052cae73f95481154e37",0
"8b6bb9878bde837299a48ace",0
"4584344164dcc077b37fe4d2",0
"0b553c527af90dd0dd3255aa",0
"402ad338e23f0c092482a08f",0
"2e7d78464d427a46fe468186",0
"595d8c684d22831393723a8e",0
"2474811dc11229cf92c2e6d8",0
"a172e816e9f1bbdd1e16602b",1
"83fd038a3176194b78ba6a2b",0
"053d732a0821c24b5e972ac4",0
"e3da7a5b334a87d12fee7299",1
"a9fdf2292587e9660c87ca60",0
"38f72b3abb9f9eeaf3a5033f",0
"135a0334ff44cae02baa940c",0
"dbca475d37bc43c914f57a7c",0
"b843669ffc3dd02478746b9b",0
"2211529cfa69b0a0406b68ab",0
"cc2aeb4653c2479d86c0642b",0
"bd20b432c4403689af484ab5",0
"374b295515e207b571e7e126",0
"d54af69deeb8e9c637efafb0",0
"40c6117309fc4c7b6b1ac7a1",0
"aaadf61d9be86e00c85def3b",0
"5feaca5d2104efa3a97af7d4",0
"edfb031f77f557424466a820",0
"9f311d21e19e7db1aafd2172",0
"5f9df517da3db10d2b83bf53",0
"23b238f9a82c44aef881aa59",0
"9487e334ad36ab2537f7e98d",0
"c2d201c51657b5d83ae5d66d",0
"f32e4ff582002b5af85f1c10",0
"717588ca307c06fa4ce6661e",0
"e0a2eca01f0a432070fbc06d",0
"df6a78bd0b97ef78bb7c344a",0
"59006105703b8892116973fa",0
"88f47041cb58ba5b9d937772",0
"e0b629f2b0a272d89e47fd62",1
"d5449661824b204c8485576e",0
"49ab1e7c9e71351182e0bf54",0
"97e96b4c104ffe722fa1f6d7",0
"23181bcb2948c586c09b9c57",0
"7423c0c2b2c9a3e5998c1db0",0
"9e9370a99d1391b7916517fc",0
"2869b38ca57c7090ce26cabd",0
"2c4304dc200c2d167e864d5d",0
"5c02d6cbaf1918fbb62b4d9e",0
"66dbb63c9206060fa89b1820",1
"07ec35fd5b5b64d0e08639b3",0
"f113fc6212f1081d2f1ecf46",0
"25beda521b16c4a0d211d925",0
"fb1ff1b52f29379d0d596a34",0
"a76c87807c12bd99ff153d0c",0
"2e712b79d80f81b4d80b0c67",0
"4b9899400b83384e1d2c6a8c",0
"2a6bc0a1a2b7824ef07d3233",0
"42570f9888b7cea4df7d1db9",0
"3af0313a645ddbd4a3a23943",0
"7252b569492d5ae2f8c7f031",1
"253d01f1d2effffd72e54d2a",0
"023bf87b5cbb32b2580ca02b",0
"465f91813f97c6acff758677",0
"cac0f30e80653f7ad062f512",0
"710490698c179a1f2a0b87a3",0
"c06a232ad40d3290d78d3895",0
"099c2f0f133b658266a45a0a",0
"0d8c1fafa874310737355e2b",0
"b975809b6475bfda332ad3e1",0
"c2605b2f9de39da4485ae701",0
"041633ed3986d95e8a614dbd",1
"915506f3d9efc37ff2454f6e",0
"ef497d237128bce9e3a48c08",0
"4c3b94fc7dbee2a023f4dbe2",0
"19c8931162e3cc2a7f9557f1",0
"fcc7371e583c7edbc40bf385",0
"66749baa9a5314306453d4cb",0
"943790e429e8888adf4686d9",0
"accbf6f8c32c6e33949e03a7",0
"00f6f0029c9f63b8048b22f5",0
"5083419f34dbc4d4194316a0",0
"a9c5624d7e9ed8d5402f3b41",0
"98140f273fdcb81bd9da8408",0
"73debf7441d2568fb398ac78",1
"39e80eefab296edef3307939",0
"b9043adc60db9763f8883621",0
"4136a5fff887e140f3ee99ea",0
"6fe6de36c627e6d22c991c85",0
"5aa02a484e60f531a8c8fc18",0
"9c9a36e8c05a3827e800d428",0
"2d864b88ff1a9ff9e42d8bb6",0
"3fb2432eecba7b6202d8da8d",0
"1c9c0e572dfa4f910ba80617",0
"4f07fcbbf83352b90310ab23",0
"0dcc0bd54f18ef5b1bc8043b",1
"3a4d0923765ed5c35f3a80e3",1
"eccaa8aeb787f710954a72a8",0
"e48641dfa7f10afba3eb9f2e",0
"41139422a3c59945c53eb7ff",0
"881b9b19a9939d969833d92c",0
"27e50805b9abeb6cad1d9d85",0
"5cfb5297930fffba4839b66c",0
"dbb912790cfdd7a169f730b9",0
"b9c962e9e1e7404bed1d5635",0
"b801b85bfcbd318f4efe3397",0
"3294aa72c0b47e407cee9de1",0
"6f9fff789aebd61f810d14be",0
"79dd737474ccda352b2043d6",0
"e6f502ba88646f24e1028e11",0
"db14021a1ce9841438e73693",0
"75a74efe43522c6f0ab63969",0
"0b9ad5c85cf534ca1e9a14af",0
"0262c8efb4bfb944c3da6ead",0
"5639dd9c5020c0f9a5f99752",0
"85066df89fad6baa1639dd6a",0
"ef3f7d628da86f8e0669f12c",0
"792b7b62f454262e9f4c6eee",0
"45ec98b344b40bbdf1ad70f4",0
"a1bf6261dd43300d6922f7c5",0
"69919b0729f9bfc96d82bce4",0
"3fc01e3a4867ec7a1d296202",0
"252f815ff921740db444e207",0
"93a6b6291e503401571e0beb",0
"0c7535889598a2277f8a2df1",0
"afb70e32cb9313329a619a4f",0
"5ac78360c47b15cbcc3ac9b6",0
"cd02be4825a196d0c736fdb1",0
"5b5bdca2bb2d1085310c0c9e",0
"12b6d2ffa50fca1de08b9792",1
"86924eab4249cf8ddcac270a",0
"e0b6aa79fe25e1aeea3de94e",0
"7b838be4e2c23cfc96941d6d",0
"2a5622dfe5bf290019ffcb25",0
"324017ac7fcec8eeea517ad7",0
"5ed718e2ba95f2d8bb13fb67",0
"c1565603d8d337f99cf39f64",0
"dcd80df16bcdb50777bdf8ff",0
"19511546e2d7ec455fc7f72e",0
"ca16a7dc3efaaf7ca22ab4d7",0
"bc042bab35a99d4ca40526a2",0
"e162cd6652e0188ef5c29227",0
"55a0ce0aad1e8eb64ab4078a",0
"1b130da877224dacdcae1706",0
"4d8f84de35d903ac56620ef0",0
"fb7f40ff833622c86f9f0103",1
"c11b45e8983ed25069c785d0",0
"9db565a33f1a9f0c5541cb08",0
"d0a2f40470926cf94cccb248",0
"0e0ac0335d95da83587c18ce",0
"153541d44ab994226cbfc25b",0
"1864cdcd9305c44cfd6ec680",0
"cbffedb9498433061bd93e9e",0
"d2def288b69ec0a17c9f44c0",0
"a03768a07eeaf2c2c8370443",0
"cb6c1646e3c4238b71740598",0
"9e31d6e82cecb295f38e3cde",0
"f08e2994e203a376fa563ea8",0
"c4457ccc9d538ec0f56259eb",0
"74081d834f6a654aa55575fc",0
"3bca72b2229045b974151ab1",0
"2921dfc1830b5e5f25efc8ff",0
"bd3f466b031fd27d600c7ab8",0
"89ec6087c7cfc605d4170fb8",0
"56033e83699fab51fa68f336",0
"5e3502ea29a7195d5c534e29",0
"d8991bac272ca704869bd99a",0
"38b18e2fad9710c59fd9dd19",0
"182eeccb22414f257c80855f",1
"284ef17a6fbf0113b2dd1ab0",0
"27d05566b8202f08de3991c3",0
"76eaa9f805011cb6725608aa",0
"87251936c9f01aa02a6fc246",0
"d2d4ea8ac13a41703546dc00",0
"af92816ec4131cb27566779f",0
"830768cb9f1299c7d01906c1",0
"2443bbc5e519af1a34344490",0
"436ada835538706b88dd8119",0
"6f1635cd8b20c404279f574a",0
"f98af910dac7228617a8e8fa",0
"8a690bfce4a4c001ff3568b4",0
"57169ca540d956b4c970256f",0
"e61b5acebe9b3ca6e6539edb",0
"9c37d75c9d4883c7fe0df120",0
"b5ad791283adf76f74c98086",0
"80980261d97fa61a5785360f",0
"ad289c08364a70f47ad90a54",0
"e3bc6ce17f34b2445c4b62cb",0
"cfe74482443e8cde7726730f",0
"3305c1640b0b5efc0ad4b26f",0
"7e60a11c3219bf611f44fc0f",1
"e1b24a2eea0cc7816eed0b20",0
"731a0abde44646ecfaedfb29",0
"03d36612add3dce09ea78e72",0
"8041c4c607f9879979070fff",0
"326c6bc55ea0e1cc6e15af89",0
"01c3f6655652084062255608",0
"8fd3b0cddc0028445d2b2337",0
"594f73869b74f52e0878c004",0
"79c6c0d9a9b882de2a049c72",0
"ef64e50d6cf9f709d56ba7f3",0
"2179d1e706ac787c813e2bb4",0
"642af448baeef4d25e4057a6",0
"7a436dc9679abe748e88fc6b",0
"f255fd86f77cd3e99ffa0a80",0
"6b09ce57c84101eb54c2f131",0
"dd44b86e1a9fc537bef00f13",0
"7e82cf1f3875ce905aa8efa7",0
"b91932b05b208b5c907b1d95",0
"29df93cf25785e4645af8818",0
"0751544eed439b5bd78db3c0",0
"e5603520cfa98506e33b8fa6",0
"9f02be855ac8142ec6b3c525",0
"7aa0371920e65747ac3a6e00",0
"6ac25eeb9075912e018f6b11",0
"e4e8da1fd8d9ab2a783f3255",1
"beecd015ac82abf4a0999f19",0
"bcc98a11e9ee096170d45bf0",0
"59c0d538896afcf8e4be597c",0
"a72b82c09e671e54328e3824",0
"c32916cfac30fe29add1a5e7",0
"68f70b5ed6e9620c0573d876",0
"a1bfeaba353f6fdd3105cd37",0
"845343f578fad1ff8e471ca8",0
"514dad549cd896c9a206be37",0
"acadc50cda00ca4332e90894",0
"3097eac1c67b96fdaeb1cda8",0
"78fd6137754a769729e93436",0
"d1950505488c55dea199cfdd",0
"6d31b10f599dd6ce6782bf64",0
"f07ac13e38641f0a7c424586",0
"71f91d633172ecc573b9b93a",0
"f662ab528c946da4e6b7d57b",0
"b75557f57ebc678a4d4ac5c8",0
"3450caab90babda0c1dd602a",0
"fdfe11b427118c17c8035012",0
"3775776a8db881079a5ed7b3",0
"7d080a0a028a8cf27143b722",0
"add38881c728df746430c26a",0
"2d100ea2e951f41168202151",1
"92a69b05aa016008e27a9b9c",0
"cd04149f79b38737f3f98e94",0
"e4fac60bc03f7ef84af6f3fd",0
"65bbb609440fa54ff2259916",0
"22ee91cf0c4f1d18248d9fe7",0
"31cff1504396ee4ede1e2479",0
"3d43fbadda4becb8dcd10aa6",0
"24497efa2c1b1ada81bb7b89",0
"8b8c46f0f1a86ca6ab7b8fdc",0
"dc593162233e6e478d247618",0
"0fbf9065f587168a0d4eec39",0
"80ba95c0f4d415b7ab2c6724",1
"604929ba591bcb2c4d9f71ec",0
"073ca900161b842e02e23e21",0
"8dba21882162e601aab66658",0
"eadf3fc8023d7b7fbb7539d7",0
"829ffd97872481f0694da26b",0
"0aeee561871e16f4021ac02e",0
"1e42983be3001ce7d0655745",1
"016301f227601a405d7d64e5",0
"c04ab84ee28acc1934544b75",0
"4d226f63778e9eadf7838ae5",0
"79a5b95610e21a1c68045f81",0
"7f9b494aa6caed53094acb78",0
"f81230f3653ea6e813fab5f6",0
"48fb9efe4a1a51564e963d61",0
"ed5a3eb123acd547e9017cf1",0
"ce2505609239607b3fb580b6",0
"a531f9fb7faaa0b0d1d55ade",0
"0ab31aeb2e1b6691fd89d0c5",0
"e9e62307f7721180b9d63210",0
"0cb0f74aeb44130e53ac07dd",0
"d3db722379cba395315a69be",0
"df78318fec37f535525a771b",0
"b0c8dfc757026b186c9dcf1a",0
"ce7adda17195eb3f941af04e",0
"fd74fc2b36444417285f17bf",1
"b71418d4b263bb1b98d20f20",0
"02abe460ed2c544cae49ccfe",0
"41d029a8b3744d18f179fb63",0
"24c57255f2efa56402b63417",0
"dbe7a1f15304f618bc5e63f0",1
"9e9bde25e2fcf2b6a4644ece",0
"3aa03028f0a2371b600f648d",0
"740f2811344ed180ebaa1fdf",0
"3e2afe35b0a7c1cb41c62a7d",0
"98b6d2ca75eaac0900366ee9",0
"114afcc6ca553cb89ef2bd5f",0
"a1f3e4750d85556a87e73fd3",0
"4cc51b1dd4d9e2dc693d7bb0",0
"1797a08e73ee9963ea11a70d",0
"0cb39a933cf1a0dee7ffac77",0
"bbd22433091444c75c17b1b8",0
"d31140a042398e8691ddc8c8",0
"faf673fdeecfe1fade2091d8",0
"8b1440bb13439467d20e5c6b",0
"0fad63ad933fffc505f27769",0
"1d181f4afbc5f4b9c0f08f8e",0
"9976c96068879aaae167e357",0
"5c0b6745f79c7c60d08580da",0
"a914e5fe257a85320b33facf",0
"a2b1bcf5eed31589c9bd0f55",0
"bfd9e934d9f3afdbc5d2468c",0
"68564ae918cdc479c453da3c",0
"ad8476713709fe49b5b4af17",0
"2a11d974235c12390316b542",0
"ef88dee1d45950920086f148",1
"900db2086fbee27084078792",0
"f759c231b9d10d68f0ec3ce6",0
"32cb545e8aeb36c020e12c67",0
"c24d6f7809571c2a73cc91be",0
"4f418a86e9df277f326b2494",0
"eb7f28c27699dc039ff78198",0
"d194f5d3ba5214d79ffda0ae",0
"19c62ca4e76d8161a64b06fc",0
"5d6de63b18fbdc491896f686",0
"b9058f8fd5265b640af706b6",0
"68b85a32b538c981147f4750",0
"ebf97589fff3526c1436992c",0
"097ddbd8bda591aa49fb394c",0
"d58e4920773b3e1522ccb9db",0
"c892bbe734ec57930195c8a8",0
"53a22ad842df9b43b8fa0672",1
